order_id,order_date,order_month,order_quarter,order_year,customer_id,gender,age,city,state,membership_tier,product_id,product_name,category,sub_category,brand,color,size,mrp,discount_percent,selling_price,quantity,total_amount,payment_mode,order_channel,order_status,delivery_days,rating
MYN106005,2023-03-04,March,Q1,2023,CUST02070,Male,28,Pune,Maharashtra,Insider Gold,P31227,Roadster Solid Boots,Men,Footwear,Roadster,Pink,6,1929.0,0,1929.0,1,1929.0,UPI,Mobile App,Delivered,7,4.0
MYN106006,2023-03-12,March,Q1,2023,CUST00432,Female,21,Surat,Gujarat,Non-Member,P13420,Levis Floral Sweatshirt,Men,Topwear,Levis,Purple,XL,5139.0,10,4625.1,1,4625.1,Cash on Delivery,Mobile App,Returned,2,4.0
MYN106007,2024-01-25,January,Q1,2024,CUST00644,Female,50,Delhi,Delhi,Non-Member,P46236,Only Striped Shirt,Women,Topwear,Only,Red,L,4669.0,60,1867.6,1,1867.6,Debit Card,Mobile App,Delivered,6,1.0
MYN106008,2024-04-14,April,Q2,2024,CUST01971,Male,25,Lucknow,Uttar Pradesh,Non-Member,P15670,Lakme Printed Conditioner,Beauty,Haircare,Lakme,Navy,M,419.0,30,293.3,1,293.3,Cash on Delivery,Mobile App,Returned,5,4.0
MYN106009,2025-12-19,December,Q4,2025,CUST00354,Female,21,Patna,Bihar,Non-Member,P14711,Only Solid Sweater,Women,Winterwear,Only,White,XS,569.0,50,284.5,1,284.5,Debit Card,Mobile App,Delivered,8,5.0
MYN106010,2023-10-18,October,Q4,2023,CUST00835,Female,26,Bengaluru,Karnataka,Insider Gold,P99828,HRX Kids Oversized Saree,Kids,Ethnic Wear,HRX Kids,Orange,L,6439.0,10,5795.1,1,5795.1,Myntra Wallet,Mobile App,Delivered,5,3.0
MYN106011,2024-11-03,November,Q4,2024,CUST00639,Male,45,Pune,Maharashtra,Insider,P79689,Biba Graphic Earrings,Women,Jewellery,Biba,Black,S,4909.0,0,4909.0,1,4909.0,Credit Card,Mobile App,Delivered,4,4.0
MYN106012,2025-07-19,July,Q3,2025,CUST01883,Female,52,Surat,Gujarat,Insider Gold,P31255,HRX Kids Embroidered Action Figure,Kids,Toys,HRX Kids,Beige,XXL,3249.0,0,3249.0,1,3249.0,UPI,Mobile App,Cancelled,4,4.0
MYN106013,2025-02-28,February,Q1,2025,CUST01867,Male,41,Hyderabad,Telangana,Insider,P72081,Zara Formal Loafers,Women,Footwear,Zara,Multicolor,7,2049.0,10,1844.1,1,1844.1,Debit Card,Website,Delivered,9,5.0
MYN106014,2024-07-03,July,Q3,2024,CUST00300,Male,51,Pune,Maharashtra,Insider,P12492,US Polo Kids Solid Flip Flops,Kids,Footwear,US Polo Kids,Purple,10,3959.0,30,2771.3,1,2771.3,UPI,Mobile Web,Delivered,5,4.0
MYN106015,2023-01-11,January,Q1,2023,CUST00331,Male,43,Mumbai,Maharashtra,Insider Gold,P36292,Zara Striped Lehenga,Women,Ethnic Wear,Zara,Grey,M,7539.0,40,4523.4,1,4523.4,Credit Card,Mobile App,Delivered,9,5.0
MYN106016,2025-07-19,July,Q3,2025,CUST02292,Female,35,Visakhapatnam,Andhra Pradesh,Insider,P94769,Lakme Printed Moisturizer,Beauty,Skincare,Lakme,White,S,1169.0,30,818.3,1,818.3,Credit Card,Mobile App,Delivered,4,5.0
MYN106017,2024-07-23,July,Q3,2024,CUST01341,Male,29,Bengaluru,Karnataka,Insider,P13186,Puma Printed Wallet,Men,Accessories,Puma,Green,L,5569.0,20,4455.2,1,4455.2,Credit Card,Mobile App,Cancelled,7,4.0
MYN106018,2025-11-05,November,Q4,2025,CUST00467,Male,29,Visakhapatnam,Andhra Pradesh,Insider,P91739,Bata Embroidered Derby Shoes,Footwear,Formal Shoes,Bata,Blue,9,1049.0,60,419.6,1,419.6,Debit Card,Mobile App,Delivered,6,4.0
MYN106019,2023-02-17,February,Q1,2023,CUST01492,Female,19,Jaipur,Rajasthan,Non-Member,P48785,Vero Moda Regular Fit Flip Flops,Women,Footwear,Vero Moda,Grey,9,1809.0,10,1628.1,1,1628.1,UPI,Mobile Web,Delivered,7,4.0
MYN106020,2023-07-02,July,Q3,2023,CUST00494,Female,32,Guwahati,Assam,Insider Gold,P47665,HRX Checked Skirt,Men,Bottomwear,HRX,White,L,3539.0,40,2123.4,1,2123.4,Debit Card,Mobile Web,Delivered,3,4.0
MYN106021,2025-01-01,January,Q1,2025,CUST00085,Female,18,Chandigarh,Chandigarh,Insider,P70245,H&M Regular Fit Sunglasses,Women,Accessories,H&M,Purple,S,1149.0,40,689.4,1,689.4,Debit Card,Mobile Web,Delivered,5,3.0
MYN106022,2025-08-12,August,Q3,2025,CUST01891,Female,21,Indore,Madhya Pradesh,Insider,P52036,Van Heusen Striped Belt,Men,Accessories,Van Heusen,Green,L,5399.0,30,3779.3,1,3779.3,UPI,Mobile Web,Returned,8,4.0
MYN106023,2025-07-28,July,Q3,2025,CUST02499,Female,55,Kochi,Kerala,Insider,P77804,Louis Philippe Regular Fit Boxers Pack,Men,Innerwear,Louis Philippe,Maroon,M,2039.0,60,815.6,1,815.6,Credit Card,Mobile Web,Delivered,2,5.0
MYN106024,2025-10-21,October,Q4,2025,CUST00719,Male,55,Kolkata,West Bengal,Insider,P56550,US Polo Assn Embroidered Boots,Men,Footwear,US Polo Assn,Maroon,11,3619.0,20,2895.2,1,2895.2,Debit Card,Mobile App,Delivered,6,3.0
MYN106025,2025-08-19,August,Q3,2025,CUST01407,Male,39,Delhi,Delhi,Non-Member,P49459,Zara Relaxed Fit Sneakers,Women,Footwear,Zara,Grey,7,3969.0,10,3572.1,2,7144.2,Myntra Wallet,Mobile App,Delivered,3,2.0
MYN106026,2024-02-14,February,Q1,2024,CUST02219,Male,28,Indore,Madhya Pradesh,Insider,P55654,Allen Solly Junior Solid Briefs Pack,Kids,Innerwear,Allen Solly Junior,Black,XL,5209.0,20,4167.2,1,4167.2,UPI,Mobile App,Delivered,4,4.0
MYN106027,2023-01-22,January,Q1,2023,CUST01581,Male,52,Coimbatore,Tamil Nadu,Non-Member,P60195,HRX Kids Striped Sweatshirt,Kids,Topwear,HRX Kids,Green,M,1509.0,60,603.6,1,603.6,UPI,Mobile App,Delivered,8,1.0
MYN106028,2024-10-30,October,Q4,2024,CUST02257,Female,40,Visakhapatnam,Andhra Pradesh,Non-Member,P51206,Zara Graphic Bangles,Women,Jewellery,Zara,Beige,XL,5339.0,40,3203.4,1,3203.4,Credit Card,Website,Delivered,2,5.0
MYN106029,2023-11-18,November,Q4,2023,CUST01400,Female,38,Bengaluru,Karnataka,Non-Member,P39829,Allen Solly Junior Oversized Kurta,Kids,Topwear,Allen Solly Junior,Blue,S,1969.0,60,787.6,1,787.6,Cash on Delivery,Mobile App,Delivered,9,4.0
MYN106030,2025-06-10,June,Q2,2025,CUST00252,Female,52,Chandigarh,Chandigarh,Insider Gold,P73195,Vero Moda Regular Fit Sweatshirt,Women,Topwear,Vero Moda,Black,XL,4929.0,20,3943.2,3,11829.6,Debit Card,Mobile App,Pending,2,4.0
MYN106031,2023-03-26,March,Q1,2023,CUST01989,Female,33,Guwahati,Assam,Insider,P99643,Biba Solid Jacket,Women,Topwear,Biba,Black,XS,1459.0,60,583.6,2,1167.2,Net Banking,Mobile Web,Delivered,9,4.0
MYN106032,2023-01-21,January,Q1,2023,CUST00352,Female,54,Indore,Madhya Pradesh,Insider Gold,P25007,Puma Striped Hoodie,Men,Winterwear,Puma,Black,XXL,1059.0,20,847.2,1,847.2,UPI,Mobile App,Pending,8,4.0
MYN106033,2024-07-24,July,Q3,2024,CUST02478,Male,41,Kolkata,West Bengal,Non-Member,P28386,HRX Slim Fit Boots,Men,Footwear,HRX,Pink,6,879.0,0,879.0,1,879.0,UPI,Mobile App,Delivered,3,4.0
MYN106034,2024-08-18,August,Q3,2024,CUST01768,Male,36,Surat,Gujarat,Non-Member,P96124,W Slim Fit Earrings,Women,Jewellery,W,Beige,XXL,4529.0,20,3623.2,1,3623.2,Credit Card,Mobile App,Cancelled,5,4.0
MYN106035,2025-11-23,November,Q4,2025,CUST01591,Female,29,Chennai,Tamil Nadu,Insider,P94971,Nykaa Solid Foundation,Beauty,Makeup,Nykaa,Yellow,L,2369.0,10,2132.1,1,2132.1,Debit Card,Mobile App,Delivered,5,5.0
MYN106036,2023-09-01,September,Q3,2023,CUST02092,Male,39,Delhi,Delhi,Insider Gold,P41414,H&M Embroidered Sunglasses,Women,Accessories,H&M,Black,L,489.0,20,391.2,1,391.2,Cash on Delivery,Mobile App,Delivered,9,3.0
MYN106037,2023-01-22,January,Q1,2023,CUST01264,Female,48,Surat,Gujarat,Non-Member,P55993,Zara Relaxed Fit Sherwani,Women,Ethnic Wear,Zara,Blue,XL,5359.0,50,2679.5,1,2679.5,UPI,Mobile Web,Returned,7,4.0
MYN106038,2023-05-22,May,Q2,2023,CUST02429,Female,25,Guwahati,Assam,Insider,P84365,HomeTown Slim Fit Pillow Cover Set,Home & Living,Bedding,HomeTown,Yellow,XXL,2279.0,40,1367.4,1,1367.4,Cash on Delivery,Mobile App,Delivered,3,5.0
MYN106039,2025-12-23,December,Q4,2025,CUST01041,Male,38,Patna,Bihar,Insider,P70957,AND Formal Jacket,Women,Winterwear,AND,Purple,L,2219.0,10,1997.1,1,1997.1,Cash on Delivery,Mobile Web,Delivered,4,5.0
MYN106040,2023-08-06,August,Q3,2023,CUST02240,Female,43,Indore,Madhya Pradesh,Non-Member,P64167,HRX Kids Checked Skirt,Kids,Bottomwear,HRX Kids,Beige,XS,4979.0,10,4481.1,1,4481.1,UPI,Website,Delivered,8,4.0
MYN106041,2023-02-21,February,Q1,2023,CUST02356,Male,50,Jaipur,Rajasthan,Insider,P98455,H&M Relaxed Fit Camisole,Women,Lingerie,H&M,Pink,S,1059.0,10,953.1,3,2859.3,Cash on Delivery,Mobile App,Delivered,8,3.0
MYN106042,2025-05-10,May,Q2,2025,CUST00970,Female,19,Patna,Bihar,Insider,P57747,Bata Checked Derby Shoes,Footwear,Formal Shoes,Bata,White,10,2019.0,10,1817.1,3,5451.3,Net Banking,Mobile App,Pending,6,4.0
MYN106043,2025-07-25,July,Q3,2025,CUST02512,Female,39,Bengaluru,Karnataka,Non-Member,P75258,Van Heusen Embroidered Watch,Men,Accessories,Van Heusen,Yellow,XS,5649.0,20,4519.2,1,4519.2,Credit Card,Mobile App,Cancelled,5,4.0
MYN106044,2024-05-27,May,Q2,2024,CUST00017,Male,26,Nagpur,Maharashtra,Insider,P75238,Vero Moda Relaxed Fit Boots,Women,Footwear,Vero Moda,Pink,10,3639.0,20,2911.2,1,2911.2,Credit Card,Mobile App,Cancelled,8,4.0
MYN106045,2024-01-09,January,Q1,2024,CUST01762,Male,47,Mumbai,Maharashtra,Insider,P80842,HRX Striped Trousers,Men,Bottomwear,HRX,Beige,XXL,4879.0,60,1951.6,3,5854.8,Cash on Delivery,Mobile App,Returned,2,4.0
MYN106046,2025-03-23,March,Q1,2025,CUST00258,Female,18,Visakhapatnam,Andhra Pradesh,Insider,P47951,US Polo Kids Floral Boots,Kids,Footwear,US Polo Kids,Orange,7,5019.0,10,4517.1,1,4517.1,Debit Card,Mobile Web,Delivered,6,3.0
MYN106047,2023-01-08,January,Q1,2023,CUST01787,Female,45,Mumbai,Maharashtra,Non-Member,P23572,Woodland Floral Flip Flops,Footwear,Flip Flops,Woodland,Blue,9,4569.0,10,4112.1,1,4112.1,Debit Card,Mobile App,Returned,9,4.0
MYN106048,2024-05-21,May,Q2,2024,CUST01223,Male,49,Pune,Maharashtra,Insider Gold,P99046,Roadster Embroidered Jeans,Women,Bottomwear,Roadster,Pink,XS,5999.0,40,3599.4,1,3599.4,Cash on Delivery,Mobile App,Returned,6,4.0
MYN106049,2023-07-02,July,Q3,2023,CUST02522,Female,18,Coimbatore,Tamil Nadu,Insider,P21074,Maybelline Checked Kajal,Beauty,Makeup,Maybelline,White,XS,379.0,20,303.2,3,909.6,UPI,Mobile App,Returned,7,4.0
MYN106050,2024-08-08,August,Q3,2024,CUST00612,Female,36,Mumbai,Maharashtra,Non-Member,P25844,Only Embroidered Loafers,Women,Footwear,Only,Grey,7,749.0,0,749.0,1,749.0,UPI,Website,Delivered,2,2.0
MYN106051,2025-08-30,August,Q3,2025,CUST01606,Male,36,Chandigarh,Chandigarh,Non-Member,P91358,HRX Kids Checked Kurta,Kids,Topwear,HRX Kids,White,S,1699.0,40,1019.4,1,1019.4,Debit Card,Mobile App,Delivered,4,4.0
MYN106052,2023-03-31,March,Q1,2023,CUST01789,Male,35,Surat,Gujarat,Insider Gold,P82961,Roadster Striped Loafers,Women,Footwear,Roadster,Red,9,4899.0,20,3919.2,1,3919.2,Cash on Delivery,Mobile App,Delivered,8,5.0
MYN106053,2023-10-31,October,Q4,2023,CUST02527,Male,21,Chennai,Tamil Nadu,Insider,P82274,US Polo Assn Slim Fit Vest Pack,Men,Innerwear,US Polo Assn,Orange,S,1379.0,30,965.3,1,965.3,Credit Card,Mobile App,Delivered,3,3.0
MYN106054,2024-08-04,August,Q3,2024,CUST01643,Female,38,Chandigarh,Chandigarh,Insider,P28273,L'Oreal Formal Shampoo,Beauty,Haircare,L'Oreal,Blue,XS,619.0,30,433.3,1,433.3,Cash on Delivery,Mobile Web,Delivered,5,3.0
MYN106055,2024-04-26,April,Q2,2024,CUST01385,Female,47,Kolkata,West Bengal,Non-Member,P14252,HRX Oversized Sherwani,Men,Ethnic Wear,HRX,Green,XL,1029.0,40,617.4,2,1234.8,Debit Card,Mobile App,Delivered,7,4.0
MYN106056,2023-12-15,December,Q4,2023,CUST00517,Female,32,Kolkata,West Bengal,Insider,P86697,AND Slim Fit Shorts,Women,Bottomwear,AND,Yellow,S,3019.0,60,1207.6,1,1207.6,UPI,Mobile App,Cancelled,2,4.0
MYN106057,2023-12-16,December,Q4,2023,CUST00769,Male,41,Bengaluru,Karnataka,Insider Gold,P84509,Roadster Oversized Trousers,Women,Bottomwear,Roadster,Black,XL,3359.0,0,3359.0,1,3359.0,Cash on Delivery,Mobile App,Pending,7,4.0
MYN106058,2024-08-30,August,Q3,2024,CUST01228,Female,36,Mumbai,Maharashtra,Insider,P48711,Mothercare Oversized Boots,Kids,Footwear,Mothercare,Beige,9,4079.0,30,2855.3,1,2855.3,Credit Card,Mobile App,Delivered,4,1.0
MYN106059,2024-08-11,August,Q3,2024,CUST01241,Male,20,Patna,Bihar,Insider,P43481,AND Printed Earrings,Women,Jewellery,AND,White,XXL,5109.0,60,2043.6,1,2043.6,UPI,Mobile App,Delivered,7,2.0
MYN106060,2025-02-11,February,Q1,2025,CUST02557,Female,42,Bhopal,Madhya Pradesh,Insider,P29200,AND Relaxed Fit Sneakers,Women,Footwear,AND,Orange,8,2919.0,30,2043.3,1,2043.3,Net Banking,Mobile Web,Delivered,5,3.0
MYN106061,2025-08-25,August,Q3,2025,CUST00101,Male,43,Mumbai,Maharashtra,Insider Gold,P15487,HRX Kids Casual Puzzle,Kids,Toys,HRX Kids,Yellow,S,4939.0,60,1975.6,3,5926.8,Cash on Delivery,Mobile App,Delivered,4,2.0
MYN106062,2024-01-28,January,Q1,2024,CUST00819,Female,47,Surat,Gujarat,Insider,P34443,Sugar Cosmetics Printed Body Mist,Beauty,Fragrance,Sugar Cosmetics,Blue,XL,1499.0,50,749.5,1,749.5,Cash on Delivery,Mobile App,Pending,4,4.0
MYN106063,2024-12-20,December,Q4,2024,CUST00906,Female,38,Patna,Bihar,Insider,P78725,Mamaearth Floral Body Mist,Beauty,Fragrance,Mamaearth,White,S,2399.0,10,2159.1,2,4318.2,Myntra Wallet,Mobile App,Delivered,2,2.0
MYN106064,2023-01-18,January,Q1,2023,CUST01460,Male,27,Indore,Madhya Pradesh,Insider,P38088,Roadster Casual Jacket,Women,Topwear,Roadster,Maroon,XXL,3209.0,60,1283.6,2,2567.2,Myntra Wallet,Mobile App,Delivered,6,5.0
MYN106065,2023-12-24,December,Q4,2023,CUST01155,Male,19,Patna,Bihar,Non-Member,P24563,US Polo Assn Checked Jeans,Men,Bottomwear,US Polo Assn,Orange,M,5619.0,50,2809.5,2,5619.0,UPI,Website,Delivered,9,4.0
MYN106066,2023-08-10,August,Q3,2023,CUST00134,Male,47,Ahmedabad,Gujarat,Insider,P37925,Story@Home Oversized Comforter,Home & Living,Bedding,Story@Home,Grey,L,969.0,10,872.1,1,872.1,UPI,Mobile App,Delivered,5,5.0
MYN106067,2023-05-08,May,Q2,2023,CUST00289,Female,19,Chennai,Tamil Nadu,Non-Member,P80046,AND Checked Sweatshirt,Women,Topwear,AND,Beige,S,2199.0,10,1979.1,1,1979.1,UPI,Mobile Web,Delivered,2,4.0
MYN106068,2024-05-02,May,Q2,2024,CUST01479,Female,34,Kolkata,West Bengal,Insider,P84947,Vero Moda Checked Sweater,Women,Winterwear,Vero Moda,Green,L,2209.0,30,1546.3,2,3092.6,Debit Card,Mobile App,Cancelled,9,4.0
MYN106069,2024-01-15,January,Q1,2024,CUST01421,Female,33,Chennai,Tamil Nadu,Non-Member,P14863,Roadster Regular Fit Shorts,Women,Bottomwear,Roadster,Beige,S,3889.0,20,3111.2,1,3111.2,Cash on Delivery,Mobile App,Delivered,4,5.0
MYN106070,2025-12-01,December,Q4,2025,CUST01610,Female,44,Guwahati,Assam,Insider,P59860,Nike Checked Slides,Footwear,Sandals,Nike,Blue,9,599.0,30,419.3,1,419.3,Debit Card,Website,Delivered,9,4.0
MYN106071,2025-05-01,May,Q2,2025,CUST00948,Male,22,Jaipur,Rajasthan,Non-Member,P37484,AND Printed Watch,Women,Accessories,AND,Purple,L,5669.0,0,5669.0,2,11338.0,Credit Card,Website,Delivered,4,4.0
MYN106072,2025-06-01,June,Q2,2025,CUST00744,Female,23,Mumbai,Maharashtra,Insider,P51341,Zara Floral Skirt,Women,Bottomwear,Zara,Grey,S,1669.0,10,1502.1,1,1502.1,UPI,Mobile App,Delivered,7,4.0
MYN106073,2025-04-05,April,Q2,2025,CUST02576,Female,21,Chennai,Tamil Nadu,Non-Member,P19453,HRX Kids Checked Puzzle,Kids,Toys,HRX Kids,Orange,L,4489.0,20,3591.2,3,10773.6,Debit Card,Mobile App,Returned,6,4.0
MYN106074,2025-07-18,July,Q3,2025,CUST01328,Male,36,Bengaluru,Karnataka,Insider Gold,P59259,H&M Floral Bangles,Women,Jewellery,H&M,Blue,L,3069.0,20,2455.2,1,2455.2,Credit Card,Mobile Web,Delivered,8,4.0
MYN106075,2025-03-01,March,Q1,2025,CUST00623,Female,16,Lucknow,Uttar Pradesh,Insider,P28908,Puma Checked Jacket,Men,Winterwear,Puma,Purple,M,3609.0,30,2526.3,1,2526.3,Net Banking,Mobile App,Cancelled,3,4.0
MYN106076,2024-01-10,January,Q1,2024,CUST02135,Female,51,Hyderabad,Telangana,Non-Member,P43707,Puma Printed Skirt,Men,Bottomwear,Puma,Pink,L,2619.0,60,1047.6,1,1047.6,UPI,Mobile App,Returned,4,4.0
MYN106077,2025-05-25,May,Q2,2025,CUST01011,Female,30,Chandigarh,Chandigarh,Non-Member,P88874,Portico Casual Dinner Set,Home & Living,Kitchen,Portico,Navy,M,459.0,20,367.2,1,367.2,Credit Card,Mobile App,Delivered,7,4.0
MYN106078,2024-02-22,February,Q1,2024,CUST00298,Female,40,Guwahati,Assam,Insider Gold,P42149,Biba Regular Fit Jacket,Women,Winterwear,Biba,Navy,XS,5179.0,20,4143.2,2,8286.4,Net Banking,Mobile Web,Returned,9,4.0
MYN106079,2025-03-17,March,Q1,2025,CUST01739,Female,26,Guwahati,Assam,Insider,P52395,Levis Embroidered Briefs Pack,Men,Innerwear,Levis,Red,S,4339.0,30,3037.3,1,3037.3,Cash on Delivery,Website,Delivered,3,4.0
MYN106080,2024-09-03,September,Q3,2024,CUST00194,Female,53,Pune,Maharashtra,Insider,P60905,Nykaa Embroidered Deodorant,Beauty,Fragrance,Nykaa,Navy,L,469.0,10,422.1,1,422.1,Credit Card,Mobile App,Delivered,6,4.0
MYN106081,2024-05-12,May,Q2,2024,CUST00160,Male,45,Visakhapatnam,Andhra Pradesh,Non-Member,P45216,Gini and Jony Regular Fit Shirt,Kids,Topwear,Gini and Jony,Blue,XXL,1389.0,20,1111.2,2,2222.4,Cash on Delivery,Mobile App,Delivered,9,1.0
MYN106082,2024-11-01,November,Q4,2024,CUST02551,Male,21,Hyderabad,Telangana,Insider,P41085,US Polo Assn Regular Fit Joggers,Men,Bottomwear,US Polo Assn,Red,S,4839.0,10,4355.1,1,4355.1,Debit Card,Mobile App,Delivered,9,4.0
MYN106083,2024-07-30,July,Q3,2024,CUST01014,Male,40,Delhi,Delhi,Insider,P28477,H&M Relaxed Fit Watch,Women,Accessories,H&M,Maroon,XL,3419.0,30,2393.3,2,4786.6,Cash on Delivery,Mobile App,Returned,8,4.0
MYN106084,2023-05-31,May,Q2,2023,CUST00335,Female,39,Bengaluru,Karnataka,Insider,P52448,Roadster Regular Fit Skirt,Men,Bottomwear,Roadster,Green,S,2589.0,30,1812.3,1,1812.3,Debit Card,Mobile App,Returned,8,4.0
MYN106085,2024-02-04,February,Q1,2024,CUST01957,Female,40,Ahmedabad,Gujarat,Non-Member,P64907,Van Heusen Regular Fit Sunglasses,Men,Accessories,Van Heusen,Multicolor,XL,4599.0,20,3679.2,2,7358.4,Net Banking,Mobile App,Delivered,9,5.0
MYN106086,2023-04-18,April,Q2,2023,CUST00506,Female,46,Hyderabad,Telangana,Non-Member,P44480,Mothercare Casual Shirt,Kids,Topwear,Mothercare,Red,S,2549.0,30,1784.3,2,3568.6,Credit Card,Mobile App,Delivered,4,5.0
MYN106087,2023-08-29,August,Q3,2023,CUST01557,Male,55,Delhi,Delhi,Insider Gold,P60336,W Oversized Sweatshirt,Women,Topwear,W,Red,XS,4659.0,20,3727.2,1,3727.2,UPI,Mobile App,Delivered,6,4.0
MYN106088,2025-04-04,April,Q2,2025,CUST00034,Male,54,Surat,Gujarat,Insider Gold,P63994,HRX Kids Oversized Boxers Pack,Kids,Innerwear,HRX Kids,Black,M,1939.0,10,1745.1,1,1745.1,Myntra Wallet,Mobile App,Delivered,2,5.0
MYN106089,2024-01-26,January,Q1,2024,CUST00994,Female,44,Chennai,Tamil Nadu,Insider,P64833,AND Graphic Lehenga,Women,Ethnic Wear,AND,Red,XS,7719.0,30,5403.3,2,10806.6,UPI,Mobile App,Cancelled,2,4.0
MYN106090,2024-07-29,July,Q3,2024,CUST00113,Female,21,Ahmedabad,Gujarat,Non-Member,P18056,Nykaa Floral Perfume,Beauty,Fragrance,Nykaa,Maroon,XXL,2189.0,30,1532.3,1,1532.3,Credit Card,Mobile App,Delivered,5,5.0
MYN106091,2025-09-17,September,Q3,2025,CUST01539,Male,20,Delhi,Delhi,Non-Member,P50534,Louis Philippe Regular Fit Boots,Men,Footwear,Louis Philippe,Red,10,1799.0,30,1259.3,1,1259.3,Net Banking,Mobile App,Returned,9,4.0
MYN106092,2025-04-15,April,Q2,2025,CUST00730,Female,39,Coimbatore,Tamil Nadu,Non-Member,P91906,Mamaearth Printed Conditioner,Beauty,Haircare,Mamaearth,Red,M,2049.0,30,1434.3,1,1434.3,Myntra Wallet,Website,Delivered,4,2.0
MYN106093,2024-04-26,April,Q2,2024,CUST01521,Male,47,Chennai,Tamil Nadu,Non-Member,P21955,Adidas Slim Fit Derby Shoes,Footwear,Formal Shoes,Adidas,Beige,7,559.0,20,447.2,1,447.2,UPI,Mobile Web,Delivered,2,5.0
MYN106094,2024-01-28,January,Q1,2024,CUST01165,Male,52,Ahmedabad,Gujarat,Non-Member,P64383,HomeTown Slim Fit Bedsheet Set,Home & Living,Bedding,HomeTown,Beige,XXL,3379.0,20,2703.2,3,8109.6,UPI,Website,Delivered,4,3.0
MYN106095,2023-12-07,December,Q4,2023,CUST01609,Male,46,Coimbatore,Tamil Nadu,Non-Member,P22559,Gini and Jony Regular Fit Trousers,Kids,Bottomwear,Gini and Jony,Red,S,1719.0,0,1719.0,1,1719.0,Credit Card,Mobile App,Delivered,6,4.0
MYN106096,2025-01-29,January,Q1,2025,CUST02032,Male,18,Bhopal,Madhya Pradesh,Insider,P88078,Gini and Jony Graphic Briefs Pack,Kids,Innerwear,Gini and Jony,Purple,S,3819.0,10,3437.1,1,3437.1,Credit Card,Mobile App,Cancelled,5,4.0
MYN106097,2024-12-31,December,Q4,2024,CUST00400,Female,20,Chandigarh,Chandigarh,Insider,P57268,Lakme Formal Moisturizer,Beauty,Skincare,Lakme,Yellow,M,429.0,0,429.0,2,858.0,Debit Card,Website,Delivered,4,5.0
MYN106098,2024-02-18,February,Q1,2024,CUST01764,Male,42,Chandigarh,Chandigarh,Non-Member,P73186,Nykaa Regular Fit Face Wash,Beauty,Skincare,Nykaa,White,XXL,679.0,10,611.1,1,611.1,Credit Card,Mobile App,Delivered,3,4.0
MYN106099,2023-08-22,August,Q3,2023,CUST01645,Female,42,Nagpur,Maharashtra,Insider,P98181,HRX Striped Lehenga,Men,Ethnic Wear,HRX,Maroon,S,6779.0,30,4745.3,1,4745.3,Cash on Delivery,Mobile App,Delivered,8,4.0
MYN106100,2024-07-28,July,Q3,2024,CUST01643,Female,38,Chandigarh,Chandigarh,Insider,P58619,Biba Printed Cardigan,Women,Winterwear,Biba,Grey,M,1399.0,0,1399.0,1,1399.0,Net Banking,Mobile App,Delivered,5,4.0
MYN106101,2024-01-12,January,Q1,2024,CUST00963,Female,16,Patna,Bihar,Non-Member,P95109,W Floral Skirt,Women,Bottomwear,W,Black,XS,5099.0,10,4589.1,2,9178.2,UPI,Mobile App,Pending,3,4.0
MYN106102,2023-04-27,April,Q2,2023,CUST02545,Male,47,Nagpur,Maharashtra,Insider,P79959,Levis Solid Boxers Pack,Men,Innerwear,Levis,Grey,XXL,529.0,20,423.2,1,423.2,Myntra Wallet,Mobile Web,Delivered,3,4.0
MYN106103,2023-08-18,August,Q3,2023,CUST02496,Male,29,Chennai,Tamil Nadu,Non-Member,P50154,W Checked Hoodie,Women,Winterwear,W,Black,L,809.0,20,647.2,1,647.2,UPI,Mobile App,Delivered,9,4.0
MYN106104,2024-09-08,September,Q3,2024,CUST00653,Male,38,Lucknow,Uttar Pradesh,Insider,P33067,Levis Solid Sneakers,Men,Footwear,Levis,Maroon,6,519.0,30,363.3,2,726.6,Credit Card,Website,Delivered,9,1.0
MYN106105,2023-01-21,January,Q1,2023,CUST01853,Male,47,Patna,Bihar,Non-Member,P17561,AND Solid Necklace Set,Women,Jewellery,AND,Pink,XL,2519.0,10,2267.1,2,4534.2,Debit Card,Mobile App,Delivered,6,4.0
MYN106106,2025-12-07,December,Q4,2025,CUST01993,Male,24,Coimbatore,Tamil Nadu,Non-Member,P49332,Spaces Printed Curtain Set,Home & Living,Furnishing,Spaces,Yellow,S,2339.0,10,2105.1,1,2105.1,Debit Card,Mobile App,Delivered,8,3.0
MYN106107,2024-03-09,March,Q1,2024,CUST00405,Male,18,Pune,Maharashtra,Non-Member,P21633,HomeTown Slim Fit Storage Container Set,Home & Living,Kitchen,HomeTown,Pink,XXL,3709.0,30,2596.3,2,5192.6,UPI,Mobile App,Returned,7,4.0
MYN106108,2025-06-26,June,Q2,2025,CUST01242,Female,32,Coimbatore,Tamil Nadu,Insider,P90985,W Relaxed Fit Cardigan,Women,Winterwear,W,Grey,XXL,1699.0,20,1359.2,1,1359.2,UPI,Website,Delivered,4,4.0
MYN106109,2024-06-17,June,Q2,2024,CUST02488,Female,21,Lucknow,Uttar Pradesh,Insider,P66956,Roadster Floral Belt,Men,Accessories,Roadster,Yellow,L,1239.0,20,991.2,1,991.2,Debit Card,Mobile App,Delivered,3,4.0
